codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose1_grupo37_1819,aplicadas_dose1_grupo38_1517,aplicadas_dose1_grupo39_1214,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose2_grupo37_1819,aplicadas_dose2_grupo38_1517,aplicadas_dose2_grupo39_1214,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024,aplicadas_dose_unica_grupo37_1819,aplicadas_dose_unica_grupo38_1517,aplicadas_dose_unica_grupo39_1214
280400,Maruim,17271,179,453,898,10461,4583,165,9611,3623,165,312,0,0,244,537,1035,1,0,57,155,715,279,0,0,0,46,33,19,478,0,0,278,503,538,655,110,41,754,680,21,791,972,378,0,0,278,0,0,222,497,802,0,0,41,86,558,242,1,0,0,11,11,2,229,0,0,26,166,116,115,19,7,76,37,3,72,6,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,7,10,0,1,1,12,83,45,0,0,0,0,0,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,7796,4715,125,7952,4370,138,192,0,0,327,610,900,0,0,12,154,872,180,0,0,0,31,13,233,270,0,0,3,359,486,600,59,20,542,598,23,600,630,261,0,0,207,0,0,325,589,850,0,0,14,146,872,181,0,0,0,36,7,142,186,0,0,0,123,154,78,35,13,97,147,2,147,18,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,16,42,0,0,68,0,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,9219,5010,135,8311,2766,135,244,0,0,211,450,803,0,0,15,62,350,288,0,0,0,45,10,33,439,0,0,4,571,651,710,143,22,747,718,19,735,741,319,0,0,204,0,0,210,440,764,0,0,10,24,235,238,0,0,0,8,1,8,77,0,0,1,72,86,76,7,2,123,176,1,2,1,0,0,0,4,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,2,3,0,0,46,18,20,30,0,0,5,0,0,0,0,0,0,0
280430,Muribeca,7639,120,263,500,5004,2853,75,4989,2163,75,168,0,0,132,290,527,0,0,13,4,557,152,0,0,0,16,10,22,166,0,0,79,233,309,303,49,12,406,453,4,416,484,188,0,0,174,0,0,132,284,494,0,0,13,4,557,183,0,0,0,16,15,22,43,1,0,79,27,26,7,48,12,7,9,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,15,45,0,0,3,4,0,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,12276,6977,175,10539,4080,175,450,0,0,413,699,1230,0,0,37,28,832,328,0,0,0,17,1,15,521,0,3,575,588,654,679,82,24,817,691,7,732,777,344,2,0,397,0,0,315,620,1017,0,0,27,1,94,5,0,0,0,0,0,0,298,0,0,22,229,234,243,19,8,212,206,0,83,40,10,0,0,1,0,0,2,1,5,0,0,1,1,1,0,0,0,0,0,0,1,5,0,0,3,10,23,108,0,0,7,1,0,3,1,1,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,6027,3446,95,6051,2758,111,150,0,0,222,446,652,0,126,8,95,307,174,0,0,0,19,16,74,256,0,0,188,370,350,382,37,8,512,350,5,437,418,454,0,0,146,0,0,217,451,686,0,126,7,75,183,147,1,0,0,17,3,19,131,0,0,151,40,56,63,3,0,160,74,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,61,0,0,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,23517,11164,1000,23030,9261,968,1035,0,0,694,1390,2015,0,0,70,354,1479,641,18,229,0,71,6,181,1017,134,0,701,1647,1079,1744,337,55,1880,1751,63,2106,1615,781,0,0,945,21,0,668,1420,2112,0,0,83,12,1151,482,18,229,0,60,1,132,772,132,0,438,423,31,54,35,6,23,5,7,0,1,0,0,0,2,0,0,2,4,7,0,0,0,2,19,8,0,0,0,0,0,0,45,0,0,0,122,590,162,0,0,0,5,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,17293,8979,245,16328,6003,245,763,0,0,553,1087,1844,12,0,70,84,1712,518,0,0,0,172,17,166,720,0,0,375,832,941,956,163,38,1172,1122,19,1181,1288,542,0,0,635,0,0,523,980,1645,0,0,64,17,1056,183,0,0,0,10,0,10,55,0,0,22,89,241,32,80,18,120,213,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,11,0,0,5,12,54,149,0,0,5,0,0,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,4189,2771,60,4226,1838,53,161,0,0,119,305,479,0,0,16,67,321,165,0,0,0,24,3,12,250,2,0,10,299,252,278,43,6,325,328,12,303,329,129,0,0,122,0,0,121,291,429,0,0,13,18,121,48,0,0,0,8,2,2,112,99,0,0,74,119,108,9,0,40,78,2,12,10,0,0,0,2,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,0,0,0,5,5,14,0,0,6,5,0,2,2,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,114506,48492,4100,109825,34516,4175,2818,0,0,1494,3928,9048,0,2,400,501,9734,2480,65,512,0,583,74,394,5134,0,0,1899,6609,7700,7848,728,139,9681,10396,173,11309,11822,4508,10,9,2321,36,0,1376,3713,9292,0,1,298,43,1663,1853,28,361,0,531,11,52,3839,0,0,643,2407,1900,1450,115,32,948,1396,1,137,69,0,0,0,128,0,0,0,1,46,2,0,0,14,78,2,0,0,0,0,0,0,180,0,0,121,312,608,1786,0,0,896,1,0,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,8881,4800,130,8395,3979,136,234,0,0,230,465,819,0,0,8,228,1094,282,0,1,0,16,0,9,251,0,0,54,354,386,530,107,28,719,671,36,711,823,375,0,0,200,0,0,228,460,807,0,0,8,183,905,188,0,0,0,0,0,3,97,0,0,0,101,79,192,86,31,179,213,8,10,1,0,0,0,3,0,0,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,8,0,0,0,11,51,51,0,0,0,0,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,2117,1407,40,1979,1225,42,93,0,0,68,146,220,0,0,9,48,320,60,0,0,0,7,2,1,71,0,0,2,82,100,108,23,2,130,147,15,133,156,51,0,0,79,0,0,68,144,218,0,0,8,36,288,56,0,0,0,2,1,1,65,0,0,2,54,48,29,8,0,64,41,5,7,1,0,0,0,5,0,0,0,0,1,0,0,1,0,6,8,0,0,0,0,0,0,0,0,0,1,1,8,11,0,0,0,0,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,6162,3480,90,5075,2409,91,198,0,0,232,399,554,0,0,22,37,414,155,0,0,0,12,23,15,190,0,0,25,354,330,327,36,8,394,308,6,383,471,188,0,0,159,0,0,182,389,591,0,0,17,9,275,105,0,0,0,0,5,0,143,0,0,24,96,93,58,0,0,78,100,0,78,7,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,3,0,1,5,0,0,8,4,12,35,0,0,17,0,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,4397,2768,65,4133,1874,73,114,0,0,127,320,485,0,0,10,49,142,129,0,0,0,16,16,17,215,17,0,44,344,256,310,43,11,341,316,1,302,364,145,0,0,95,0,0,125,317,478,0,0,10,38,69,87,0,0,0,16,10,1,42,0,0,4,164,58,122,11,18,87,111,0,4,7,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,2,0,19,0,0,43,0,0,0,0,0,0,0
280530,Pirambu,9359,130,267,522,5828,3748,80,5597,2595,80,174,0,0,157,270,527,0,256,27,36,619,111,0,0,0,60,61,5,299,76,0,5,251,347,343,58,8,399,404,27,411,439,254,0,0,163,0,0,154,257,482,0,209,22,38,504,70,0,0,0,46,35,1,112,29,0,0,64,165,24,20,0,24,157,0,19,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,29,15,0,0,23,3,0,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,20744,9385,280,17888,7422,280,501,1,0,543,1136,1451,0,319,57,160,2305,419,0,0,0,23,20,101,632,0,0,9,677,920,1162,279,38,1401,1471,35,1606,1806,744,59,48,437,0,0,483,1179,1625,0,271,49,71,1379,195,0,0,0,10,7,18,429,3,0,5,395,294,181,15,11,177,169,2,13,3,1,0,0,1,1,0,0,1,3,0,0,0,1,5,0,0,0,0,0,0,0,8,0,0,0,12,29,61,0,0,147,11,0,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,16191,9050,210,14720,5663,206,432,0,0,549,1124,1812,0,141,16,350,815,387,0,0,0,42,63,33,819,7,0,528,948,1030,1042,145,31,896,982,18,972,1033,523,0,0,411,0,0,528,1130,1549,0,132,14,181,415,277,0,0,0,26,5,1,288,0,0,0,87,104,97,19,3,160,221,4,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,44,77,0,0,62,1,0,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,17894,9564,265,17402,8779,268,515,0,278,503,1066,1685,2,415,48,193,820,539,0,0,0,27,20,5,906,5,0,0,1120,1202,1126,198,41,1526,1496,44,1469,1604,593,0,0,473,0,276,499,1046,1618,2,408,46,175,747,473,0,1,0,14,16,2,701,10,0,0,746,381,225,30,8,447,375,22,35,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,11,21,224,0,0,0,0,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,19449,10138,255,18330,8302,258,1179,0,0,586,1012,1822,0,14,158,68,1890,496,0,0,0,51,23,97,806,210,0,587,952,1013,1136,109,13,1327,1370,8,1389,1431,591,0,0,1139,21,0,548,1024,1652,0,7,116,30,1044,515,0,0,0,4,5,16,414,219,0,188,261,216,308,48,12,184,229,0,98,4,0,0,0,2,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,7,0,0,0,4,13,25,0,0,199,0,0,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,12770,7500,185,11980,5648,183,392,0,0,470,889,1236,0,256,25,6,1499,258,0,0,0,27,38,15,398,0,0,17,737,723,693,79,23,953,860,28,905,1020,461,0,0,330,0,0,400,859,1151,0,236,21,7,1027,249,0,0,0,8,15,2,230,0,0,3,261,290,154,36,11,224,101,6,21,6,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,3,3,0,13,0,0,0,13,21,123,0,0,0,0,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,6380,3678,100,5897,2263,100,270,0,0,133,258,536,0,177,19,8,342,177,0,0,0,41,8,5,269,0,0,567,335,350,426,26,10,441,387,11,411,459,242,0,0,249,0,0,129,244,499,0,159,17,0,260,150,0,0,0,37,1,2,57,0,0,13,33,47,90,4,3,65,55,0,118,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,14,29,0,0,42,1,0,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,12674,6956,200,11917,5945,197,447,0,0,417,850,1282,0,0,37,156,1048,365,0,0,0,37,72,197,587,0,0,240,610,740,682,62,12,925,835,38,873,1012,431,0,0,457,48,0,413,849,1269,0,0,35,99,931,333,0,0,0,25,35,14,441,0,0,64,213,114,194,5,1,165,201,24,12,2,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,7,0,0,1,11,35,137,0,0,0,0,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,6994,3753,105,6638,2603,111,328,0,0,131,341,479,0,0,49,38,635,135,0,0,0,98,2,1,321,0,0,776,201,393,432,62,17,486,448,2,493,516,256,0,0,293,0,0,123,302,506,0,0,35,1,502,90,1,0,0,0,0,0,81,0,0,7,53,121,135,31,11,44,64,0,121,82,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,10,24,0,0,53,13,0,0,0,0,0,0
280620,Salgado,20025,352,780,1250,13244,7015,200,12712,5564,200,341,0,0,414,846,1293,0,0,13,202,1004,405,0,0,0,29,30,62,663,0,0,198,841,889,883,77,31,957,909,17,1050,1115,460,0,0,291,3,0,409,846,1233,0,0,13,89,662,219,0,0,0,9,19,32,579,0,0,35,414,102,205,10,1,164,227,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,40,1,5,146,0,0,0,5,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,8818,6989,120,8352,4460,112,202,0,0,187,397,788,0,2004,11,76,432,203,0,0,0,6,0,3,288,0,0,0,288,360,599,47,25,615,565,6,589,464,203,0,0,172,0,0,189,322,524,0,1823,7,29,167,105,0,0,0,2,0,2,132,0,0,0,99,124,139,15,5,137,122,1,138,168,38,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,7,10,0,0,23,35,0,6,3,3,0,0
280650,Santa Rosa de Lima,3923,88,163,403,2505,1968,35,2527,1330,35,131,0,0,93,175,244,0,0,18,13,175,133,0,0,0,27,4,23,114,0,0,3,123,144,192,18,2,183,156,2,193,247,116,0,0,123,0,0,91,171,247,0,0,14,2,141,93,0,0,0,8,1,4,62,0,0,2,65,62,98,23,0,50,62,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,11,12,0,0,6,0,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,4704,2228,85,4271,1964,85,151,0,0,138,262,379,0,0,7,62,384,130,0,0,0,18,10,0,166,0,0,0,235,241,339,52,12,397,372,42,357,372,187,0,0,122,0,0,120,246,376,0,0,7,38,334,82,0,0,0,5,0,0,110,0,0,0,95,74,84,36,12,148,58,5,7,2,3,0,0,2,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,24,50,0,0,1,0,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,7483,4707,125,7144,3505,125,186,0,0,241,424,826,0,0,27,62,709,178,0,0,0,20,38,1,268,0,0,37,354,491,595,43,11,538,574,2,599,666,248,8,0,174,0,0,237,435,862,0,0,27,0,11,196,0,0,0,0,0,0,507,0,0,15,191,139,155,11,3,153,180,0,166,39,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,6,22,80,0,0,9,0,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,57974,32262,2385,56174,15266,2384,1621,0,0,1098,2255,5235,4,30,250,482,5518,1821,94,2684,0,115,419,156,2141,1633,0,668,2983,3520,3441,443,105,4510,4551,74,4278,4681,1438,0,0,1398,26,0,999,2257,4819,0,30,225,170,3875,600,4,1,0,4,17,7,128,10,0,123,74,110,223,83,24,49,7,0,2,1,0,0,0,0,0,0,0,2,17,0,0,1,11,37,24,1,0,0,1,13,11,106,8,0,8,150,313,1130,0,0,551,0,0,0,0,0,0,0
280680,São Domingos,11207,218,488,817,7221,4144,110,6489,3412,107,225,0,0,192,481,794,0,0,19,179,373,227,0,0,0,24,27,117,284,4,0,1,281,464,360,36,20,499,530,19,567,569,216,0,0,183,0,0,191,480,893,0,0,19,66,241,227,0,0,0,19,20,35,204,4,0,0,192,150,222,3,1,66,178,0,6,12,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,7,89,0,0,0,0,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,2442,1538,40,2143,967,40,125,0,0,63,115,250,0,0,12,38,197,108,0,0,0,3,8,2,100,0,0,0,111,120,173,29,8,161,150,5,125,174,71,0,0,104,0,0,59,118,239,0,0,12,13,131,46,0,0,0,0,1,1,31,0,0,0,27,46,34,14,5,76,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,3,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,2652,1873,40,2666,1361,54,118,0,0,103,194,298,0,0,14,54,202,91,0,0,0,23,4,5,125,0,0,0,138,163,159,29,0,183,180,0,209,248,126,0,0,108,0,0,102,194,281,0,0,11,43,151,63,0,0,0,20,4,3,79,0,0,1,78,69,36,23,0,43,43,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,32,0,0,5,0,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,27021,13813,1050,25394,8395,1070,1027,0,0,1150,1878,2708,0,310,91,203,1214,720,0,0,0,90,113,150,1412,0,0,1470,1491,1461,1632,217,52,1802,1669,65,1765,1896,873,0,0,899,12,0,1080,1720,2437,0,180,89,28,333,553,0,0,0,15,5,16,323,0,0,6,111,44,60,26,8,228,171,47,2,2,0,0,0,9,0,0,0,5,11,0,35,0,4,59,7,0,0,0,23,8,0,1,0,0,10,204,357,262,0,0,24,49,0,2,0,0,0,0
280720,Siriri,8970,154,316,533,5490,3445,75,4994,2692,75,204,0,0,162,308,502,0,169,10,71,296,190,0,0,0,30,5,34,236,0,0,141,289,294,300,48,7,363,352,14,367,424,192,0,0,184,0,0,158,301,478,0,161,10,59,286,146,0,0,0,21,2,15,148,13,0,58,144,106,102,33,9,89,160,3,5,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,10,37,0,0,17,0,0,0,0,0,0,0
280730,Telha,3249,49,100,178,2085,1327,45,1995,1049,46,105,0,0,59,104,185,0,0,12,20,348,69,0,0,0,23,0,9,79,0,0,4,61,79,139,25,4,149,128,0,159,172,62,0,0,98,0,0,59,103,188,0,0,12,19,251,54,0,0,0,14,0,4,55,0,0,2,40,24,24,5,6,48,40,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,19,16,0,0,0,0,0,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,34482,17101,1160,32002,13562,1187,1670,0,0,1330,2127,3296,0,0,105,245,2572,1157,82,477,0,43,157,101,1225,0,0,1090,1859,1577,2040,176,50,2391,2213,3,2514,2586,919,0,0,1228,33,0,1104,2133,3257,0,0,105,128,2072,864,69,177,0,21,115,12,683,0,0,108,144,113,136,14,5,74,184,0,670,13,100,0,0,0,0,0,1,0,7,0,0,0,0,20,4,0,0,0,0,0,4,29,0,0,159,116,359,446,0,0,42,0,0,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,8745,4805,135,6742,2809,139,216,0,0,210,458,772,0,0,14,85,323,202,0,0,0,27,10,19,411,0,0,22,566,542,573,57,7,550,514,7,534,441,189,0,0,160,0,0,226,434,665,0,0,12,6,55,59,0,0,0,0,0,4,184,0,0,1,175,226,217,9,0,140,103,0,122,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,15973,8474,240,14177,5544,237,457,0,0,377,741,1507,2,0,27,222,940,582,0,0,0,52,59,108,648,6,0,184,766,896,1179,97,38,1105,1076,8,1237,1354,515,1,1,458,0,0,351,708,1363,0,0,22,157,758,477,0,0,0,34,32,23,97,0,0,40,79,86,127,31,10,236,207,3,212,33,0,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,9,0,0,0,11,18,34,0,0,117,41,0,0,0,0,0,0
