codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024
280445,Nossa Senhora Aparecida,8809,170,416,645,4169,1929,95,4360,1503,111,150,0,0,222,446,652,0,126,8,95,307,174,0,0,0,19,16,74,256,0,0,188,369,350,378,37,6,402,81,4,0,0,138,0,0,217,451,491,0,126,7,0,8,0,0,0,0,0,0,0,22,0,0,0,12,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,61,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,14699,5706,1000,13893,4484,962,1027,22,0,692,1383,1986,0,0,70,353,1460,633,18,229,0,71,6,181,965,134,0,701,1576,863,1222,242,53,0,0,6,0,0,857,21,0,664,1407,1463,0,0,52,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,0,0,0,0,2,0,0,2,3,7,0,0,0,2,19,8,0,0,0,0,0,0,45,0,0,0,122,590,162,0,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,10929,4869,245,10970,3227,263,730,0,0,549,1070,1799,12,0,67,84,1685,504,0,0,0,172,16,164,659,0,0,372,756,839,881,107,35,464,0,5,0,0,533,0,0,520,965,949,0,0,38,0,28,6,0,0,0,0,0,4,15,0,0,11,35,102,9,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,11,0,0,5,12,54,167,0,0,5,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,2683,1311,60,2843,854,25,161,0,0,119,304,477,0,0,16,65,319,165,0,0,0,24,2,12,227,0,0,10,277,230,229,34,5,162,3,2,0,0,118,0,0,117,286,301,0,0,11,2,0,0,0,0,0,0,0,0,1,0,0,0,2,12,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,0,0,3,3,8,0,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,64122,23965,4100,64278,16176,4175,2802,36,0,1485,3887,8808,0,2,397,485,9644,2452,64,462,0,578,74,393,4577,0,0,1894,5705,6249,5437,390,102,5892,2413,50,0,0,2094,36,0,1362,3608,7584,0,1,115,3,93,1,1,220,0,512,0,3,48,0,0,98,101,172,81,20,10,12,1,0,0,0,128,0,0,0,1,46,2,0,0,14,78,2,0,0,0,0,0,0,180,0,0,121,312,608,1786,0,0,896,1,0,0,0
280490,Pacatuba,14540,230,455,822,4983,2159,130,5077,1592,136,234,0,0,229,461,808,0,0,8,223,1084,278,0,1,0,16,0,9,219,0,0,54,319,307,363,88,25,334,1,16,0,0,181,0,0,226,438,711,0,0,8,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,8,0,0,0,11,51,51,0,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,1338,649,40,1354,487,42,92,0,0,68,146,220,0,0,9,48,318,60,0,0,0,7,1,1,67,0,0,2,80,90,89,19,2,25,3,7,0,0,54,0,0,68,143,187,0,0,7,0,11,0,0,0,0,0,0,0,3,0,0,0,6,8,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,6,8,0,0,0,0,0,0,0,0,0,1,1,8,11,0,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,3560,1663,90,3589,1281,91,196,0,0,232,399,549,0,0,22,37,414,155,0,0,0,12,23,15,177,0,0,23,334,298,272,34,6,288,99,4,0,0,132,0,0,181,386,429,0,0,10,2,11,1,0,0,0,0,1,0,15,0,0,24,23,39,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,3,0,1,5,0,0,8,4,12,35,0,0,17,0,0,0,0
280520,Pinhão,6627,134,336,524,2769,1426,65,2877,1035,73,114,0,0,127,320,483,0,0,10,49,140,116,0,0,0,16,16,17,211,0,0,42,333,238,284,30,7,291,33,0,0,0,84,0,0,125,316,439,0,0,9,0,5,0,0,0,0,0,0,0,3,0,0,3,1,5,45,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,2,0,19,0,0,43,0,0,0,0
280530,Pirambu,9359,130,267,522,3934,1811,80,3688,1232,68,172,0,0,157,269,515,0,248,27,29,619,111,0,0,0,60,61,5,273,76,0,5,224,286,283,44,6,202,0,16,0,0,162,0,0,154,256,394,0,209,22,0,21,0,0,0,0,0,0,0,10,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,27,15,0,0,19,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,11294,4901,280,11080,3715,255,498,0,0,537,1115,1402,0,316,57,155,2294,419,0,0,0,23,19,101,574,0,0,8,593,766,948,238,35,764,218,0,0,0,380,0,0,476,1158,1480,0,170,22,1,22,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,1,2,0,0,0,1,5,0,0,0,0,0,0,0,8,0,0,0,11,27,57,0,0,132,9,0,0,0
280550,Poço Verde,23867,576,1241,1828,10839,5116,210,10506,3645,206,427,0,0,549,1121,1798,0,140,16,346,810,386,0,0,0,42,63,33,773,7,0,521,898,915,868,99,21,500,170,3,0,0,392,0,0,525,1126,1404,0,129,12,2,15,1,0,0,0,0,0,0,5,0,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,44,77,0,0,62,1,0,0,0
280560,Porto da Folha,28693,477,1002,1660,11120,5107,265,11086,4202,268,515,0,278,503,1061,1668,2,408,48,193,818,536,0,0,0,27,20,5,854,5,0,0,1038,1093,967,157,31,830,5,24,0,0,427,0,276,496,1034,1326,0,397,41,5,28,0,0,0,0,0,0,0,11,0,0,0,29,124,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,11,21,224,0,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,13138,5538,255,14151,3989,258,1177,21,0,583,1007,1796,0,14,158,68,1887,495,0,0,0,51,23,97,767,209,0,587,898,941,1007,87,11,1081,739,8,439,0,1006,21,0,536,998,1187,0,0,68,0,16,2,0,0,0,0,0,0,14,0,0,7,16,29,87,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,7,0,0,0,4,13,25,0,0,199,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,7758,3888,185,7553,2554,183,388,0,0,469,881,1213,0,256,25,4,1490,256,0,0,0,26,38,14,351,0,0,17,671,600,446,49,15,339,0,5,0,0,303,0,0,398,849,747,0,220,17,0,1,0,0,0,0,0,0,0,9,0,0,0,4,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,3,3,0,13,0,0,0,13,21,123,0,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,4313,1795,100,4266,1268,100,270,0,0,133,255,527,0,174,17,8,341,177,0,0,0,41,7,5,251,0,0,558,299,296,340,22,9,306,221,9,0,0,224,0,0,127,243,469,0,131,17,0,7,0,0,0,0,0,0,0,1,0,0,7,3,14,20,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,14,29,0,0,42,1,0,0,0
280600,Ribeirópolis,18773,438,892,1340,8006,3518,200,8220,2931,197,447,48,0,415,843,1269,0,0,37,156,1047,364,0,0,0,37,72,197,565,0,0,240,578,673,533,52,11,604,0,32,0,0,365,48,0,411,844,1177,0,0,30,4,6,1,0,0,0,0,0,2,1,0,0,0,5,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,7,0,0,1,11,35,137,0,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,5170,1719,105,5088,1073,111,326,0,0,131,340,465,0,0,49,38,634,135,0,0,0,98,2,1,305,0,0,764,181,351,364,45,13,403,318,2,123,0,275,0,0,123,289,311,0,0,6,0,15,0,0,0,0,0,0,0,2,0,0,0,1,44,5,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,10,24,0,0,53,13,0,0,0
280620,Salgado,20025,352,780,1250,8476,3302,200,8360,2469,190,333,0,0,412,842,1282,0,0,13,201,1003,405,0,0,0,29,30,62,636,0,0,198,794,795,691,58,24,551,0,1,0,0,266,0,0,406,841,817,0,0,7,3,8,0,0,0,0,0,0,0,19,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,5,146,0,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,6846,4746,120,6516,2530,100,195,0,0,187,393,764,0,1925,11,76,424,202,0,0,0,6,0,3,248,0,0,0,232,288,488,38,22,488,367,0,111,48,154,0,0,186,315,256,0,1566,3,0,4,0,0,0,0,0,0,0,3,0,0,0,6,11,8,0,0,12,6,0,3,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,7,10,0,0,23,35,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,1663,853,35,1725,702,35,131,0,0,93,175,243,0,0,18,13,174,133,0,0,0,27,4,23,109,0,0,2,117,119,163,17,2,98,63,1,0,0,95,0,0,91,171,216,0,0,10,0,7,0,0,0,0,1,0,0,5,0,0,1,5,33,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,11,12,0,0,6,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,2536,1106,85,2513,793,85,151,0,0,138,260,376,0,0,7,62,384,130,0,0,0,18,10,0,163,0,0,0,223,212,221,46,9,73,0,30,0,0,109,0,0,118,244,278,0,0,6,2,6,0,0,0,0,0,0,0,6,0,0,0,19,3,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,24,50,0,0,1,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,4413,2524,125,4497,1639,125,185,0,0,236,422,801,0,0,27,62,705,178,0,0,0,20,38,1,249,0,0,37,312,432,439,18,9,296,22,0,4,4,170,0,0,236,424,722,0,0,26,0,1,0,0,0,0,0,0,0,52,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,6,22,80,0,0,9,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,39968,12742,2385,38680,8165,2384,1607,27,0,1092,2241,5169,3,30,250,461,5462,1797,94,2684,0,109,411,152,1934,1624,0,644,2720,3089,2685,383,92,3196,698,26,0,0,1222,26,0,983,2192,3347,0,29,62,4,54,9,0,0,0,0,2,1,5,4,0,76,22,42,85,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,1,11,37,24,1,0,0,1,13,11,106,8,0,8,150,313,1130,0,0,551,0,0,0,0
280680,São Domingos,11207,218,488,817,4411,2152,110,4226,1682,107,224,0,0,192,480,775,0,0,19,179,372,227,0,0,0,24,26,114,260,4,0,1,259,420,297,32,17,296,2,6,0,0,156,0,0,191,477,833,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,7,89,0,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,1432,679,40,1315,462,40,112,0,0,63,115,245,0,0,12,37,195,106,0,0,0,3,7,2,94,0,0,0,99,108,83,22,7,0,0,5,0,0,79,0,0,59,116,192,0,0,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,3,0,0,0,6,9,1,0,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,1714,949,40,1723,595,54,114,0,0,103,194,286,0,0,14,53,184,89,0,0,0,23,4,5,113,0,0,0,120,138,135,23,0,114,11,0,0,0,87,0,0,102,192,196,0,0,8,0,6,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,32,0,0,5,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,18431,8075,1050,17695,5080,1060,1011,13,0,1149,1870,2675,0,275,91,203,1204,718,0,0,0,90,111,150,1334,0,0,1405,1365,1296,1322,167,43,1129,22,52,0,0,776,12,0,1058,1700,1289,0,164,52,0,15,0,0,0,0,0,0,0,1,0,0,0,4,2,4,0,0,1,2,0,0,0,9,0,0,0,5,11,0,35,0,4,59,7,0,0,0,23,8,0,0,0,0,10,203,355,261,0,0,22,48,0,0,0
280720,Siriri,8970,154,316,533,3484,1758,75,3382,1167,75,203,0,0,162,306,492,0,169,10,71,294,189,0,0,0,30,5,34,224,0,0,139,269,263,252,38,7,187,29,9,0,0,149,0,0,157,299,388,0,101,10,3,4,2,0,0,0,0,0,2,9,0,0,9,8,14,0,10,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,10,37,0,0,17,0,0,0,0
280730,Telha,3249,49,100,178,1294,609,45,1293,492,46,105,0,0,59,102,184,0,0,12,18,348,69,0,0,0,23,0,9,74,0,0,4,53,60,97,23,4,49,0,0,0,0,89,0,0,59,102,177,0,0,11,0,19,0,0,0,0,2,0,1,10,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,19,16,0,0,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,23414,9378,1160,24032,7267,1187,1668,35,0,1322,2116,3248,0,0,105,244,2568,1157,82,476,0,43,157,101,1145,0,0,1090,1748,1381,1800,138,46,1987,1367,0,8,0,1008,33,0,1089,2099,2581,0,0,105,5,97,1,56,3,0,0,1,0,12,0,0,2,29,60,77,5,4,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,20,4,0,0,0,0,0,4,29,0,0,159,116,359,446,0,0,42,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,4975,2236,135,4808,1394,139,214,0,0,208,455,754,0,0,14,83,319,200,0,0,0,27,10,19,374,0,0,22,516,472,493,50,7,388,178,5,0,0,155,0,0,224,418,485,0,0,12,0,1,0,0,0,0,0,0,1,5,0,0,0,13,40,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0
280760,Umbaúba,25550,308,725,1482,9723,3743,240,9555,2582,227,450,0,0,376,728,1468,0,0,26,220,937,581,0,0,0,52,59,108,570,6,0,184,663,749,970,71,33,776,527,0,1,0,429,0,0,340,676,1102,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,9,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,8,0,0,0,11,17,34,0,0,116,34,0,0,0
