codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante
280130,Capela,34514,564,1121,2006,14563,6313,315,13487,3556,357,834,0,0,565,1115,1830,0,596,54,38,1987,522,0,0,0,113,17,103,636,0,0,229,759,940,1183,177,39,1108,642,0,629,0,0,568,964,805,0,498,39,0,17,0,0,0,0,0,0,0,1,0,0,0,10,12,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,1,6,32,32,0,2,30,232,0
280140,Carira,22239,450,956,1559,8165,4182,195,8837,2769,194,369,0,0,514,968,1724,0,0,18,80,1610,375,0,0,0,26,0,93,478,0,0,4,587,696,610,50,26,468,141,2,288,0,0,489,969,1011,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,20,50,57,0,0,58,0,0
280150,Carmópolis,16937,117,294,770,4965,1941,155,4858,937,155,360,0,0,123,329,770,0,0,122,36,701,240,0,0,0,87,2,27,317,0,0,150,394,423,450,48,9,270,0,1,254,0,0,86,161,368,0,0,31,0,7,0,0,0,0,0,0,0,4,0,0,0,5,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,12,65,0,0,68,0,0
280160,Cedro de São João,5913,140,291,399,2470,1179,60,2457,958,60,169,0,0,118,309,373,0,0,9,19,424,130,0,0,0,16,0,0,183,0,0,0,201,221,172,8,1,104,0,0,132,0,0,141,307,332,0,0,7,0,5,0,0,0,0,0,0,0,2,0,0,0,3,8,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,10,17,0,0,21,0,0
280170,Cristinápolis,18029,202,496,876,5831,2977,165,5499,1865,164,371,0,0,295,504,822,0,0,12,70,892,273,0,0,0,24,28,6,308,0,0,0,388,459,448,33,4,433,129,2,306,0,0,272,505,765,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,14,21,0,0,98,3,0
280190,Cumbe,3998,94,198,262,1840,1049,45,1846,709,45,83,0,0,98,199,250,0,192,8,35,136,70,0,0,0,7,10,14,125,0,0,2,160,171,167,16,2,101,0,0,77,0,0,96,198,147,0,156,8,0,0,1,0,0,0,0,0,0,1,0,0,0,8,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,26,0,0
280200,Divina Pastora,5215,69,155,317,1758,860,50,1761,556,50,174,0,0,78,150,241,0,0,13,35,180,160,0,0,0,36,6,9,94,0,0,9,144,171,189,24,4,44,0,0,122,0,0,70,150,181,0,0,10,0,1,0,0,0,0,1,0,0,1,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,38,0,0
280210,Estância,69556,1093,2308,4544,27616,12648,2500,25545,8581,2510,2201,33,0,1290,2078,4156,1,266,300,106,4182,954,118,228,0,0,469,172,642,118,3,45,1435,1576,2579,279,111,2203,0,12,1762,33,0,1278,2019,2770,0,241,123,0,60,0,0,0,0,0,0,0,23,0,0,0,82,85,83,0,0,22,0,0,17,0,0,0,0,20,0,0,1,4,119,11,0,0,0,0,11,6,62,0,0,0,335,0,1565,0,0,359,0,0
280220,Feira Nova,5601,100,217,383,2083,923,55,1939,697,52,88,1,0,108,213,351,0,0,8,40,223,117,0,0,0,15,0,52,134,0,0,8,169,193,169,25,3,22,0,0,89,0,0,108,209,280,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,3,39,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,6527,2745,150,6835,2033,150,252,0,0,308,596,1017,0,183,14,160,638,264,0,0,0,61,11,100,478,0,0,290,421,555,466,63,23,507,428,16,212,0,0,294,583,743,0,169,9,0,3,0,0,0,0,0,0,0,1,0,0,0,5,13,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,13,18,39,0,0,70,0,0
280240,Gararu,11601,203,448,701,4258,2058,120,4348,1236,115,173,0,0,257,520,739,0,0,15,11,265,231,0,0,0,14,15,6,438,0,0,51,483,497,441,22,6,164,0,0,134,0,0,248,508,326,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,25,40,39,0,0,2,0,0
280250,General Maynard,3384,47,109,207,1234,657,35,1282,489,35,132,0,0,53,106,211,0,0,26,59,159,77,0,0,0,35,0,7,86,0,0,0,115,109,89,11,7,0,0,0,103,0,0,50,106,160,0,0,21,0,3,1,0,0,0,0,0,2,1,0,0,0,11,26,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,29,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,2363,1163,65,2387,821,71,147,0,0,172,286,480,0,0,14,78,460,103,0,0,0,25,3,11,149,0,0,3,189,178,32,46,11,0,0,0,105,0,0,172,286,246,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,48,7,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,3213,1677,80,3057,1038,70,159,0,0,191,282,532,0,322,13,74,337,188,0,0,0,13,5,7,207,0,0,0,217,245,222,28,12,3,0,1,111,0,0,177,263,189,0,283,6,0,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,54,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,5495,2582,145,5466,1440,147,281,0,0,291,453,797,0,137,56,46,460,380,4,0,0,28,5,1,467,0,0,5,531,551,610,38,13,296,16,0,228,0,0,235,425,350,0,137,30,0,19,0,0,0,0,0,0,0,1,0,0,0,1,4,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,14,29,0,0,83,3,0
280290,Itabaiana,96142,1449,3289,6024,36789,15941,2400,37240,11002,2419,3242,246,0,1956,3435,6492,20,0,242,346,4635,1181,0,0,0,261,76,1973,2739,770,0,1130,2900,2313,2839,377,67,0,0,0,2007,230,0,1716,3407,3167,9,0,121,2,49,12,0,0,0,0,0,4,20,0,0,0,142,108,4,3,1,0,0,0,17,9,0,0,3,13,7,0,0,5,39,14,0,0,0,9,3,22,90,2,0,0,413,1173,600,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,15363,6451,370,15310,4469,370,834,0,0,697,1431,2278,2,0,68,291,2551,624,0,0,0,18,71,156,671,6,0,1132,844,888,1121,163,40,880,544,2,571,0,0,632,1359,1663,0,0,16,5,103,1,0,0,0,0,0,0,14,0,0,0,13,65,26,0,0,1,0,0,2,0,0,0,0,7,30,0,0,1,8,2,0,0,0,0,1,2,19,0,0,12,17,36,57,0,0,128,48,0
280310,Itabi,4886,115,264,446,2229,1033,55,2136,749,56,132,0,0,105,286,409,0,0,8,66,299,119,0,0,0,0,2,9,159,0,0,2,167,192,156,20,5,0,0,0,92,0,0,106,281,241,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,9,12,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,28,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,12005,5721,330,11922,3413,330,725,0,0,477,1392,1801,0,0,60,200,2131,553,0,0,0,30,51,56,640,0,0,746,866,994,742,111,30,127,190,5,586,0,0,499,1178,1064,0,0,18,0,24,0,0,0,0,0,1,0,5,0,0,0,10,9,6,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,100,0,0,25,25,0
280330,Japaratuba,18907,302,670,1215,7130,3665,175,7058,2327,175,353,0,0,298,706,1101,0,335,33,117,681,371,0,0,0,74,1,23,533,2,0,72,505,597,693,72,18,473,0,2,267,0,0,294,657,598,0,303,1,0,13,5,0,0,0,35,0,0,9,0,0,0,32,68,37,7,1,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,6,0,0,0,15,22,63,0,0,60,0,0
280340,Japoatã,13429,208,477,734,5254,2770,135,5269,1753,154,252,0,0,258,502,804,0,533,27,118,559,241,0,0,0,33,1,4,376,0,0,130,401,451,439,75,6,58,1,0,217,0,0,173,468,401,0,484,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,6,27,98,0,0,5,0,0
280350,Lagarto,105221,1941,4108,7217,47012,22170,2500,46830,15326,2510,4448,50,0,2046,4191,7028,9,664,191,751,4542,1876,0,0,0,106,198,923,2928,226,0,429,3547,3909,2980,370,80,4130,1208,11,3220,48,0,1864,3880,4630,0,654,119,23,183,1,0,0,0,0,2,0,65,0,0,1,155,431,14,27,3,6,0,0,395,0,0,1,6,14,0,0,0,3,29,12,0,0,0,0,1,9,81,0,0,6,112,243,1171,0,0,427,0,0
280360,Laranjeiras,30080,269,727,1448,14914,6945,490,15008,4777,490,620,0,0,295,718,1297,0,2071,105,81,3235,546,0,0,0,42,40,63,506,0,1,905,670,801,966,98,38,1028,882,0,437,0,0,264,717,1041,0,1730,49,0,454,0,0,0,0,38,0,0,11,0,0,0,14,8,9,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,101,369,0,0,0,0,0
280370,Macambira,6961,178,337,535,3000,1425,70,3008,1047,70,134,0,0,186,320,515,0,0,11,25,534,118,0,0,0,13,29,32,286,0,0,107,219,223,172,29,8,47,0,3,101,0,0,254,328,263,0,0,10,3,20,2,0,0,0,0,0,2,16,0,0,1,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,8,56,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,1363,692,40,1306,376,0,107,0,0,76,125,215,0,0,18,16,247,92,0,0,0,2,0,7,132,0,0,8,131,102,1,27,0,0,0,0,97,0,0,62,124,84,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,4720,2196,120,4661,1268,119,187,0,0,222,498,845,0,0,13,75,473,271,0,0,0,32,69,189,348,0,0,0,434,473,403,53,16,60,0,0,139,0,0,220,455,380,0,0,10,0,13,5,0,0,0,0,0,1,3,0,0,0,6,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,14,96,0,0,0,0,0
280400,Maruim,17271,179,453,898,5417,2426,165,5466,1467,165,305,0,0,242,534,1022,1,0,55,152,710,278,0,0,0,46,32,18,448,0,0,262,466,448,329,84,34,0,0,0,258,0,0,222,493,345,0,0,29,2,8,0,0,0,0,1,0,2,22,0,0,0,57,21,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,7,10,0,1,1,12,83,45,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,5018,2705,125,5319,2272,138,191,0,0,323,608,891,0,0,11,154,869,179,0,0,0,31,13,233,237,0,0,3,319,389,457,59,20,329,3,0,168,0,0,322,588,831,0,0,8,51,189,37,0,0,0,22,0,53,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,16,42,0,0,68,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,4779,2413,135,4915,1558,133,219,0,0,210,447,795,0,0,13,58,341,285,0,0,0,44,10,33,416,0,0,1,511,559,606,116,20,231,0,0,184,0,0,208,435,701,0,0,4,0,0,0,0,0,0,2,0,0,3,0,0,1,1,10,7,0,0,2,0,0,4,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,2,3,0,0,46,18,20,30,0,0,3,0,0
280430,Muribeca,7639,120,263,500,2867,1536,75,3110,880,75,167,0,0,131,287,520,0,0,13,3,556,149,0,0,0,16,10,22,149,0,0,79,212,278,239,43,5,218,13,0,100,0,0,130,282,346,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,15,45,0,0,3,4,0
280440,Neópolis,18703,361,698,1274,7660,3656,175,7275,2039,167,449,0,0,410,692,1203,0,0,37,28,816,328,0,0,0,17,1,15,477,0,3,572,519,555,498,53,19,514,69,0,397,0,0,310,600,643,0,0,27,0,7,0,0,0,0,0,0,0,5,0,0,11,6,25,3,1,0,3,1,0,1,0,0,1,0,4,0,0,1,1,1,0,0,0,0,0,0,1,5,0,0,3,10,23,108,0,0,7,1,0
280445,Nossa Senhora Aparecida,8809,170,416,645,3939,1929,95,4107,1373,111,150,0,0,222,446,652,0,126,8,95,305,174,0,0,0,19,16,73,256,0,0,188,361,350,368,35,6,226,31,0,138,0,0,217,441,421,0,126,7,0,8,0,0,0,0,0,0,0,2,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,61,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,13799,5706,1000,13152,3985,960,1023,22,0,692,1380,1978,0,0,70,351,1445,633,18,229,0,71,6,181,938,134,0,701,1524,682,796,229,49,0,0,0,797,21,0,662,1397,1051,0,0,52,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,7,0,0,0,2,19,8,0,0,0,0,0,0,45,0,0,0,122,590,162,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,10239,4869,245,10272,2877,245,728,0,0,547,1068,1770,12,0,66,84,1672,502,0,0,0,172,15,161,641,0,0,366,721,748,650,100,30,219,0,1,528,0,0,503,958,819,0,0,35,0,17,0,0,0,0,0,0,2,2,0,0,1,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,11,0,0,5,12,54,167,0,0,5,0,0
