codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo10_downautismo,aplicadas_dose1_grupo12_puerperascomorbidade,aplicadas_dose1_grupo13_gestantecomorbidade,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo10_downautismo,aplicadas_dose2_grupo12_puerperascomorbidade,aplicadas_dose2_grupo13_gestantecomorbidade,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose_unica
280120,Canindé de São Francisco,30402,278,703,1214,7061,1975,7023,1900,505,0,0,343,816,1266,0,415,75,13,6,18,113,1321,393,0,0,0,60,20,43,465,19,0,79,581,303,0,132,37,358,0,0,333,769,393,0,0,37,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280130,Capela,34514,564,1121,2006,11210,3563,10247,2519,849,0,0,562,1111,1804,0,590,52,18,4,9,31,1863,509,0,0,0,112,17,101,535,0,0,228,614,671,397,141,29,615,0,0,557,901,444,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280140,Carira,22239,450,956,1559,7068,2812,7324,2755,337,0,0,511,968,1713,0,0,18,19,7,4,68,1518,372,0,0,0,26,0,92,420,0,0,2,500,553,164,26,6,286,0,0,489,963,992,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280150,Carmópolis,16937,117,294,770,3906,1081,3732,894,334,0,0,123,329,768,0,0,122,10,1,3,26,687,239,0,0,0,87,2,26,285,0,0,0,354,316,1,16,3,254,0,0,254,144,203,0,0,31,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,2215,839,2185,836,168,0,0,117,309,373,0,0,9,7,0,2,19,391,129,0,0,0,16,0,0,166,0,0,0,181,179,114,5,0,131,0,0,138,306,249,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,4983,2037,4268,1812,350,0,0,293,492,792,0,0,12,7,1,5,69,851,269,0,0,0,24,26,6,241,0,0,0,288,299,241,2,0,306,0,0,252,487,751,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280190,Cumbe,3998,94,198,262,1643,534,1615,518,83,0,0,98,199,250,0,189,8,0,1,0,34,136,70,0,0,0,7,9,13,119,0,0,2,145,138,114,0,0,70,0,0,96,198,146,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,1526,500,1481,486,141,0,0,78,150,241,0,0,13,1,0,2,35,172,160,0,0,0,35,6,9,92,0,0,9,138,145,34,18,2,117,0,0,68,148,142,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,22455,8448,22029,7819,2156,33,0,1289,2068,4144,1,261,300,28,72,220,106,3993,938,118,228,0,0,466,161,642,118,3,45,1042,1377,480,8,10,1451,33,0,1267,1969,1088,0,206,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722
280220,Feira Nova,5601,100,217,383,1808,633,1666,584,85,0,0,108,210,347,0,0,8,2,1,4,39,222,116,0,0,0,15,0,52,128,0,0,8,157,140,3,19,2,78,0,0,107,208,182,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,4982,1675,5071,1592,241,0,0,307,595,1010,0,183,14,3,3,7,157,622,262,0,0,0,61,11,98,441,0,0,211,361,407,76,1,0,207,0,0,293,576,507,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280240,Gararu,11601,203,448,701,3666,1368,3563,1213,152,4,0,257,519,733,0,0,15,6,0,0,9,244,226,0,0,0,14,10,6,402,0,0,49,425,284,207,1,0,132,4,0,248,508,303,0,0,10,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280250,General Maynard,3384,47,109,207,1067,392,1105,376,115,0,0,53,106,211,0,0,26,2,1,1,59,153,77,0,0,0,34,0,4,84,0,0,0,110,60,0,5,4,98,0,0,50,106,117,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,2083,823,2189,807,132,0,0,172,286,479,0,0,14,5,0,4,77,445,103,0,0,0,24,3,10,139,0,0,1,168,93,0,29,5,104,0,0,172,284,238,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,2839,792,2477,747,138,0,0,188,279,526,0,313,13,5,1,5,68,320,180,0,0,0,0,5,5,181,0,0,0,168,80,0,0,2,110,0,0,176,266,186,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,4612,1452,4324,1259,279,0,0,288,452,780,0,117,55,11,3,1,38,425,377,4,0,0,28,4,1,391,0,0,0,404,358,308,0,0,228,0,0,233,419,339,0,0,30,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,31652,9951,31699,10016,3104,246,0,1955,3427,6264,20,0,242,66,5,24,133,4665,1160,0,0,0,255,76,1943,2513,760,0,0,2265,998,0,80,19,1936,156,0,1689,3048,1543,0,0,120,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479
280300,Itabaianinha,42166,630,1353,2494,12022,3851,12169,3754,823,0,0,697,1425,2250,0,0,68,20,4,5,283,2503,613,0,0,0,18,70,145,576,4,0,982,625,447,460,123,28,552,0,0,625,1350,1203,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280310,Itabi,4886,115,264,446,1986,703,1793,670,107,0,0,105,284,406,0,0,7,4,0,1,65,279,114,0,0,0,0,0,9,151,0,0,2,136,116,6,0,1,91,0,0,106,280,186,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,9491,3716,8221,3222,699,0,0,476,1389,1771,0,0,58,18,5,19,156,1964,507,0,0,0,25,51,53,330,0,0,137,378,126,59,0,0,584,0,0,491,1174,938,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,6264,2250,5936,1938,317,0,0,298,705,1092,0,335,35,9,1,13,116,664,365,0,0,0,74,1,20,495,2,0,71,438,486,365,25,9,264,0,0,294,653,411,0,303,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280340,Japoatã,13429,208,477,734,4618,1395,4079,1219,234,0,0,257,500,792,0,533,27,13,1,7,106,534,229,0,0,0,20,1,1,291,0,0,124,206,116,87,0,0,215,0,0,151,468,368,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,40398,13240,37422,11479,4312,48,0,2042,4177,6944,9,661,188,73,9,32,728,4395,1825,0,0,0,106,187,904,2717,226,0,426,3175,3263,609,147,30,3105,46,0,1809,3806,2347,0,0,19,46,0,7,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
280360,Laranjeiras,30080,269,727,1448,10589,2515,9932,2367,617,0,0,295,715,1276,0,2029,105,24,2,8,74,1574,542,0,0,0,39,40,59,446,0,1,426,566,608,486,0,0,434,0,0,261,713,915,0,0,3,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0
280370,Macambira,6961,178,337,535,2438,935,2548,918,123,0,0,186,320,514,0,0,11,5,1,7,24,528,115,0,0,0,13,29,30,274,0,0,7,199,154,0,6,2,99,0,0,255,328,212,0,0,10,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,1098,547,1188,381,107,0,0,76,125,215,0,0,18,6,0,0,16,247,92,0,0,0,2,0,7,132,0,0,6,131,7,1,0,0,97,0,0,62,124,84,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,4097,1316,3936,1167,179,0,0,222,497,842,0,0,13,10,1,6,74,460,266,0,0,0,32,69,183,326,0,0,0,401,355,0,0,0,138,0,0,220,453,330,0,0,10,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280400,Maruim,17271,179,453,898,4380,1561,4204,1286,291,0,0,242,534,1017,1,0,53,4,4,8,147,640,275,0,0,0,44,28,13,396,0,0,81,322,65,0,30,9,254,0,0,222,491,287,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,4228,1945,4428,1642,189,0,0,323,607,888,0,0,11,10,1,4,154,856,178,0,0,0,31,13,233,228,0,0,3,242,294,101,46,16,131,0,0,322,582,590,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,3965,1578,3435,1433,216,0,0,210,443,778,0,0,12,6,6,11,0,298,265,0,0,0,42,0,22,33,0,0,0,347,366,380,0,0,189,0,0,209,431,598,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280430,Muribeca,7639,120,263,500,2349,1021,2230,851,142,0,0,129,286,515,0,0,13,3,0,9,3,549,142,0,0,0,8,10,21,130,0,0,10,171,88,1,0,0,99,0,0,129,280,328,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,6227,2366,5526,1941,442,0,0,409,690,1175,0,0,37,11,6,13,24,777,319,0,0,0,15,1,9,406,0,1,383,429,343,36,0,0,396,0,0,303,595,616,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,3294,1364,3099,1329,146,0,0,220,446,648,0,126,8,5,0,0,90,291,165,0,0,0,18,16,60,233,0,0,170,303,154,0,0,0,138,0,0,217,441,395,0,126,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,12318,3891,11623,3976,1001,20,0,692,1354,1967,0,0,70,10,5,13,341,1217,628,18,228,0,71,6,181,880,133,0,69,1434,689,0,0,0,779,19,0,651,1305,569,0,0,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596
280460,Nossa Senhora das Dores,26795,473,1011,1821,8571,3079,8285,2707,682,0,0,548,1058,1745,12,0,66,24,12,55,81,1503,488,0,0,0,171,15,149,551,0,0,311,550,260,4,0,0,525,0,0,503,935,699,0,0,30,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,2257,891,2158,765,154,0,0,132,303,462,0,0,16,3,0,1,60,292,164,0,0,0,18,2,12,203,0,0,1,240,89,6,0,0,114,0,0,120,282,239,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,51416,15885,49077,13091,2775,36,0,1479,3876,8694,0,2,395,86,19,22,465,9441,2427,64,443,0,537,71,375,4243,0,0,1484,5027,4999,1773,196,43,1997,36,0,1345,3555,5871,0,0,112,60,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
280490,Pacatuba,14540,230,455,822,3956,1349,3930,1272,203,0,0,229,460,803,0,0,8,12,4,9,207,1023,270,0,1,0,16,0,9,194,0,0,52,271,116,1,32,10,175,0,0,217,437,424,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,1098,379,1094,350,91,0,0,68,146,219,0,0,9,1,0,0,45,294,60,0,0,0,7,1,1,60,0,0,2,62,28,0,0,0,53,0,0,68,139,78,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,2822,1053,2755,974,171,0,0,231,399,548,0,0,22,11,0,3,34,399,154,0,0,0,10,22,15,167,0,0,22,263,236,40,7,1,131,0,0,175,384,268,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,2314,931,2365,899,96,0,0,127,319,481,0,0,10,7,0,5,49,117,116,0,0,0,14,16,17,210,0,0,17,306,235,214,9,0,84,0,0,125,315,361,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280530,Pirambu,9359,130,267,522,3111,986,2856,1026,169,0,0,157,267,510,0,302,27,3,0,0,28,407,100,0,0,0,60,60,5,198,76,0,0,189,98,164,36,0,155,0,0,152,252,259,0,0,22,3,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,9015,3126,8674,3304,489,0,0,535,1110,1382,0,327,47,19,18,29,62,2135,401,0,0,0,18,19,86,522,0,0,2,498,542,433,0,0,376,0,0,475,1154,1271,0,0,11,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,8689,3541,8712,3107,416,0,0,549,1120,1795,0,140,16,9,3,10,341,782,381,0,0,0,42,61,32,739,7,0,500,805,540,388,34,2,392,0,0,513,1121,1068,0,0,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,9063,3247,9067,3121,507,0,278,502,1059,1661,2,408,48,11,2,6,185,805,531,0,0,0,26,20,3,801,5,0,0,944,896,281,76,10,402,0,276,494,1020,903,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,10731,3343,10893,2792,1126,21,0,580,1001,1786,0,14,157,22,2,23,63,1808,489,0,0,0,51,20,92,704,206,0,560,785,753,630,0,0,898,21,0,512,935,358,0,0,58,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,6261,2313,6186,2143,356,0,0,468,876,1205,0,249,25,4,2,6,161,1259,253,0,0,0,25,36,13,283,0,0,17,553,359,0,29,7,301,0,0,392,845,595,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,3157,1000,2814,950,238,0,0,133,254,523,0,171,17,8,0,3,8,327,176,0,0,0,40,6,5,228,0,0,7,267,226,169,4,4,203,0,0,125,241,361,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,6462,2443,6678,2319,430,49,0,414,843,1259,0,0,37,15,4,2,155,1047,361,0,0,0,37,70,188,539,0,0,231,515,449,1,27,5,349,49,0,411,839,638,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,3176,984,2964,892,319,0,0,130,338,458,0,0,48,12,0,3,36,616,132,0,0,0,95,0,0,280,0,0,0,133,235,100,22,7,268,0,0,123,288,201,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280620,Salgado,20025,352,780,1250,6756,2277,6515,2100,318,0,0,411,842,1276,0,0,13,11,1,1,196,979,399,0,0,0,28,30,62,591,0,0,73,716,517,3,34,14,265,0,0,406,839,575,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,5899,1016,5170,795,193,0,0,187,393,753,0,1909,11,11,1,1,73,403,200,0,0,0,6,0,1,215,0,0,0,201,224,388,0,0,151,0,0,184,306,141,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,1365,547,1370,515,105,0,0,93,175,243,0,0,18,3,0,0,13,162,134,0,0,0,27,4,23,105,0,0,2,112,79,72,0,0,95,0,0,91,170,151,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,1976,612,1818,581,127,0,0,138,260,368,0,0,7,3,1,2,57,371,116,0,0,0,16,10,0,151,0,0,0,178,13,0,0,0,97,0,0,110,236,128,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,3513,1654,3223,1440,184,0,0,236,422,796,0,0,27,13,0,1,61,653,178,0,0,0,20,38,1,223,0,0,0,230,136,4,0,0,170,0,0,233,398,608,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,33492,7432,33019,8402,1599,27,0,1091,2228,5127,2,30,250,51,14,38,420,5262,1721,76,2674,0,109,385,136,1801,1584,0,431,2441,2592,1386,58,12,1194,26,0,951,2159,2538,0,0,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474
280680,São Domingos,11207,218,488,817,3574,1347,3415,1574,203,0,0,192,480,766,0,0,19,15,3,1,177,352,224,0,0,0,24,25,104,249,4,0,1,290,285,1,0,0,154,0,0,191,476,731,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,1133,419,1020,418,111,0,0,63,115,241,0,0,12,1,0,4,36,187,102,0,0,0,0,4,1,83,0,0,0,60,0,0,0,0,78,0,0,57,115,153,0,0,12,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,1435,599,1399,525,95,0,0,95,184,293,0,0,14,2,0,0,40,183,89,0,0,0,24,4,6,147,0,0,0,120,81,3,19,0,90,0,0,94,184,147,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,14359,5390,14356,5165,961,12,0,1145,1862,2647,0,256,91,27,7,16,185,1113,706,0,0,0,87,101,145,1227,0,0,1267,1146,869,11,88,16,772,12,0,989,1696,1270,0,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
280720,Siriri,8970,154,316,533,2768,973,2613,916,197,0,0,162,306,488,0,168,10,1,1,4,68,286,184,0,0,0,30,3,30,209,0,0,82,229,135,8,12,0,135,0,0,157,298,314,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280730,Telha,3249,49,100,178,1012,369,1020,369,97,0,0,59,102,184,0,0,12,4,0,0,15,334,66,0,0,0,22,0,9,62,0,0,3,40,1,0,6,4,83,0,0,59,101,114,0,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
